FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_16061882604_TPS_19541942604;TP_16061882604;892681;4b232ea8cdcc07116ac46e7759aaf770af7ec8726c91658bf8ed81454869e06d;2,03E+28;0;1;TPS_19541942604;HO2.26;HO2;26.0;VC;2026-04-29 09:37:00;2026-04-29 11:20:00;2026-04-29 11:26:00;2026-04-29 11:45:00;;361.0;;1143.0;7693.0;29.04.2026 12:35;HO2, T25;9f6c1880-43ac-11f1-a524-77050e1faf7f;1;2107497836;
TP_16061922604_TPS_19565692604;TP_16061922604;580751;6268a3aeabf81d7dd8f817c0f91f01040cebfafcef25d64772803b2dd519927f;2,03E+28;1;1;TPS_19565692604;T21.01.01;T21;1.0;RMG;2026-04-29 09:37:00;2026-04-29 09:46:00;2026-04-29 10:03:00;2026-04-29 10:09:00;487.0;1023.0;;385.0;1895.0;29.04.2026 11:06;T21;588460a2-439e-11f1-8dff-73d2aa5f67ec,588fff2a-439e-11f1-8e00-a7c8d66599d8;2;;
TP_16062062604_TPS_19563252604;TP_16062062604;388228;2c2fed524ff768e681d9fd36ad95aa5b9965c9a3bcb7243cfeefebac23687b74;2,03E+28;1;1;TPS_19563252604;T14.01.01;T14;1.0;RMG;2026-04-29 09:58:00;2026-04-29 10:29:00;2026-04-29 10:43:00;2026-04-29 10:47:00;1849.0;810.0;;240.0;2899.0;29.04.2026 11:35;T14;47cda2ac-43a1-11f1-a42f-27dbaeceb2fb,47dab636-43a1-11f1-a430-a71bc53aab12;2;;
TP_16064242604_TPS_19558262604;TP_16064242604;902930;69efad7c21b8dddc0dfbb5b718fc67ac228536e6dcdba7a2e26c4e60707cdb25;2,03E+28;1;1;TPS_19558262604;T18.02.01;T18;2.0;RMG;2026-04-29 08:53:00;2026-04-29 09:00:00;2026-04-29 09:08:00;2026-04-29 09:17:00;417.0;483.0;;527.0;1427.0;29.04.2026 10:05;T18;339c54bc-4398-11f1-ab7f-af226f448cc3;1;;
TP_16064502604_TPS_19565942604;TP_16064502604;347079;03f97c389d3df4e848098a34a8d2d48980450e20276d61c0a4ca0bba1bfc312a;2,03E+28;1;1;TPS_19565942604;T22.01.01;T22;1.0;RMG;2026-04-29 09:41:00;2026-04-29 10:07:00;2026-04-29 10:53:00;2026-04-29 11:00:00;1510.0;2751.0;;475.0;4736.0;29.04.2026 12:05;T22;e76c6bd4-439e-11f1-8e9e-13e457fe4d9a;1;;
TP_16064532604_TPS_19566302604;TP_16064532604;925090;077dc144360add84eb5d8d07f042fcc16800126297755d97d88f35e8190620e2;2,03E+28;0;1;TPS_19566302604;HO2.31;HO2;31.0;VC;2026-04-29 09:49:00;2026-04-29 11:10:00;2026-04-29 11:15:00;2026-04-29 11:34:00;;343.0;;1105.0;6281.0;29.04.2026 12:35;HO2, T06, T13;f4207234-439f-11f1-9058-8f5f48b8d48a;1;2107509579;
TP_16065122604_TPS_19568892604;TP_16065122604;694067;0fc88ce822a0b67f27fec87bdb73fb4ae0a785044c5e8447e5ae983e609609aa;2,03E+28;0;1;TPS_19568892604;T26.03.01;T26;3.0;RMG;2026-04-29 11:14:00;2026-04-29 12:07:00;2026-04-29 12:23:00;2026-04-29 12:41:00;;955.0;;1080.0;5171.0;29.04.2026 13:35;LL, T26;e5aa27d4-43ab-11f1-bebc-dff6ca79103d,e5b669fe-43ab-11f1-bebd-8feaf26474a2;2;;
TP_16065122604_20260429112813000000025065187;TP_16065122604;694067;0fc88ce822a0b67f27fec87bdb73fb4ae0a785044c5e8447e5ae983e609609aa;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-29 11:14:00;2026-04-29 11:22:00;2026-04-29 11:28:00;2026-04-29 12:41:00;452.0;342.0;2342.0;;;29.04.2026 13:35;LL, T26;fe1d8828-43ac-11f1-9ef9-7bcf255fb221;1;;
TP_16065662604_TPS_19564962604;TP_16065662604;822151;018cce74947d1b5650890cda6fdfa4b0e4bc6f79992da92aa7a376bc58d76b51;2,03E+28;0;1;TPS_19564962604;HO2.32;HO2;32.0;VC;2026-04-29 09:23:00;2026-04-29 10:49:00;2026-04-29 10:54:00;2026-04-29 11:11:00;;294.0;;1037.0;6504.0;29.04.2026 12:05;HO2, LL, T13, T16;425a88d0-439c-11f1-8ceb-2f71f5cd11e5;1;2107433690;
TP_16066632604_TPS_19563032604;TP_16066632604;545599;abcf63287547ccd70a1e716574397a5d10dd2f33c21bc516237f7ffae9717400;2,03E+28;1;1;TPS_19563032604;T07.02.01;T07;2.0;RMG;2026-04-29 09:52:00;2026-04-29 09:57:00;2026-04-29 10:00:00;2026-04-29 10:13:00;287.0;183.0;;741.0;1211.0;29.04.2026 11:06;T07;714c9a12-43a0-11f1-a2e9-27dff678e460;1;;
TP_16066752604_TPS_19563562604;TP_16066752604;953423;280fea21457f73416ad5a5fbcc13fd0a3de6d6c4378ffe4192c3e540df367343;2,03E+28;1;1;TPS_19563562604;HO2.26;HO2;26.0;VC;2026-04-29 10:02:00;2026-04-29 10:26:00;2026-04-29 10:37:00;2026-04-29 10:45:00;1404.0;689.0;;436.0;2529.0;29.04.2026 11:35;HO2;d6ad184a-43a1-11f1-a941-8f88f5ec967f;1;;
TP_16067452604_TPS_19535522604;TP_16067452604;421498;bab1d6a168764b6a305be1aeda77a0c972783ec7c526d89155a4ef1065122acf;2,03E+28;0;1;TPS_19535522604;HO2.31;HO2;31.0;VC;2026-04-29 13:25:00;2026-04-29 13:44:00;2026-04-29 14:04:00;2026-04-29 14:10:00;;1174.0;;391.0;2717.0;29.04.2026 15:06;HO2, T10;c4e28dce-43c0-11f1-98f5-0f586ba4cc44;1;2108550437;
TP_16068102604_TPS_19541962604;TP_16068102604;678583;752d0176c88f4d0329587a7be5b94bce6994ddaa6a20b0567ea6cd95d2f16160;2,03E+28;0;1;TPS_19541962604;T07.01.01;T07;1.0;RMG;2026-04-29 12:04:00;2026-04-29 13:49:00;2026-04-29 13:59:00;2026-04-29 14:02:00;;609.0;;190.0;7112.0;29.04.2026 15:06;T07, T09;013321ee-43c1-11f1-a5e7-3fe32cf7c86a;1;2107964232;
TP_16069132604_TPS_19568932604;TP_16069132604;735019;5e2dc8f2ba60e3238c59deaf7de62e107d4a1f22229db938f61fd0fcfb5ed9b4;2,03E+28;1;1;TPS_19568932604;T26.04.01;T26;4.0;RMG;2026-04-29 11:28:00;2026-04-29 12:00:00;2026-04-29 12:05:00;2026-04-29 12:10:00;1891.0;308.0;;275.0;2474.0;29.04.2026 13:06;T26;da736e32-43ad-11f1-91a3-87e1ad5c235b;1;;
TP_16069522604_TPS_19535502604;TP_16069522604;528832;79961d2eaa16cb5d5d90d05eece0ddfcc4628dc70e6a9109197051b5305ec3ec;2,03E+28;0;1;TPS_19535502604;HO2.25;HO2;25.0;VC;2026-04-29 12:06:00;2026-04-29 12:36:00;2026-04-29 12:41:00;2026-04-29 12:46:00;;289.0;;340.0;2407.0;29.04.2026 13:35;HO2, T12;3a10bbe8-43b7-11f1-97ea-4fd14b031983;1;2107968926;
TP_16069832604_TPS_19569802604;TP_16069832604;989140;b0de6712a93c19e675148f9cac4d69be0cb95150b4c90ec5915f970c6d871bf2;2,03E+28;1;1;TPS_19569802604;T21.03.01;T21;3.0;RMG;2026-04-29 12:43:00;2026-04-29 12:48:00;2026-04-29 12:57:00;2026-04-29 13:04:00;284.0;522.0;;412.0;1218.0;29.04.2026 14:05;T21;547e05f2-43b8-11f1-a560-8bcae8cf6450;1;;
TP_16070452604_TPS_19569132604;TP_16070452604;628144;986242d5d96d499cc7c53d07d811bc21253d2ab280a65585fa36e8ae6a18aefc;2,03E+28;0;1;TPS_19569132604;T25.01.01;T25;1.0;RMG;2026-04-29 12:00:00;2026-04-29 12:11:00;2026-04-29 12:21:00;2026-04-29 12:49:00;;569.0;;1690.0;2908.0;29.04.2026 13:35;T21, T25;52e1aed4-43b2-11f1-9c12-e79d6920ae25;1;;
TP_16070452604_TPS_19569122604;TP_16070452604;628144;986242d5d96d499cc7c53d07d811bc21253d2ab280a65585fa36e8ae6a18aefc;2,03E+28;1;0;TPS_19569122604;T21.02.01;T21;2.0;RMG;2026-04-29 12:00:00;2026-04-29 12:06:00;2026-04-29 12:09:00;2026-04-29 12:49:00;307.0;216.0;126.0;;;29.04.2026 13:35;T21, T25;52d5c42a-43b2-11f1-9c11-afc359d20aae;1;;
TP_16070602604_TPS_19541982604;TP_16070602604;447006;402385f7cd49219d44485e7c9cca910b9b886d0e7f1e57c167385c69cb6f1c64;2,03E+28;0;1;TPS_19541982604;T07.03.01;T07;3.0;RMG;2026-04-29 12:27:00;2026-04-29 13:47:00;2026-04-29 13:49:00;2026-04-29 13:53:00;;123.0;;186.0;5141.0;29.04.2026 14:35;T07, T09;2ab97c20-43c1-11f1-a5ed-2bc6ee22ab66;1;2107937946;
TP_16070632604_TPS_19542022604;TP_16070632604;941619;b2527c0e2010009c54fe083a67e70e11d6118ccf21230967ec51e65ed5432e15;2,03E+28;0;1;TPS_19542022604;HO2.26;HO2;26.0;VC;2026-04-29 12:32:00;2026-04-29 14:23:00;2026-04-29 14:28:00;2026-04-29 14:46:00;;286.0;;1055.0;8001.0;29.04.2026 15:35;HO2, T25;418ac80a-43c6-11f1-a669-03811d13ca14;1;2108241114;
TP_16070632604_TPS_19535512604;TP_16070632604;941619;b2527c0e2010009c54fe083a67e70e11d6118ccf21230967ec51e65ed5432e15;2,03E+28;0;0;TPS_19535512604;HO2.26;HO2;26.0;VC;2026-04-29 12:32:00;2026-04-29 13:13:00;2026-04-29 13:21:00;2026-04-29 14:46:00;;494.0;3720.0;;;29.04.2026 15:35;HO2, T25;71b35e84-43bc-11f1-9890-bfad276d4e42;1;2108241114;
TP_16070722604_TPS_19541972604;TP_16070722604;389979;1cb9cd8fa81058d5d3b29466da9b984df15cf28cc83ac2ee23e334ca447f0450;2,03E+28;0;1;TPS_19541972604;T07.02.01;T07;2.0;RMG;2026-04-29 12:38:00;2026-04-29 13:48:00;2026-04-29 13:54:00;2026-04-29 13:57:00;;338.0;;173.0;4750.0;29.04.2026 15:06;T07, T09;194db58c-43c1-11f1-a5ea-ab9a9b75c34a;1;2108253622;
TP_16071042604_TPS_19541992604;TP_16071042604;759221;4fd7849149b93acfe4dddbd324480808262a7a0a58d9a87defdfc3750fbfa3e6;2,03E+28;0;1;TPS_19541992604;HO2.25;HO2;25.0;VC;2026-04-29 13:17:00;2026-04-29 13:55:00;2026-04-29 14:03:00;2026-04-29 14:11:00;;530.0;;425.0;3202.0;29.04.2026 15:06;HO2, T23;3ecad334-43c2-11f1-a5f6-cf2679b11b01;1;2108528159;
TP_16071532604_TPS_19578652604;TP_16071532604;981429;26602c6500550fd3f17c8b9e589574b9b2babc88bebdef87ba2b267293db9cb0;2,03E+28;0;1;TPS_19578652604;T24.04.01;T24;4.0;RMG;2026-04-29 15:47:00;2026-04-29 16:06:00;2026-04-29 17:14:00;2026-04-29 17:40:00;;4119.0;;1539.0;6750.0;29.04.2026 18:35;LL, T24;09193dce-43d2-11f1-9f55-af0157f6a5a5;1;;
TP_16071532604_20260429155704000000025072132;TP_16071532604;981429;26602c6500550fd3f17c8b9e589574b9b2babc88bebdef87ba2b267293db9cb0;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-29 15:47:00;2026-04-29 15:52:00;2026-04-29 15:57:00;2026-04-29 17:40:00;275.0;270.0;547.0;;;29.04.2026 18:35;LL, T24;b08364ee-43d2-11f1-9ef9-7bcf255fb221;1;;
TP_16073142604_TPS_19570872604;TP_16073142604;770504;b0fb2b2e7eaee6dce243fe9c6d4031a32d1e8fd2ae7decc60ee44ab2d996f16a;2,03E+28;0;1;TPS_19570872604;T12.01.01;T12;1.0;RMG;2026-04-29 13:57:00;2026-04-29 14:24:00;2026-04-29 14:34:00;2026-04-29 14:39:00;;605.0;;268.0;2466.0;29.04.2026 15:35;T12, T17;aae0989c-43c2-11f1-8c5f-5f2145f40cdc;1;;
TP_16073142604_TPS_19570862604;TP_16073142604;770504;b0fb2b2e7eaee6dce243fe9c6d4031a32d1e8fd2ae7decc60ee44ab2d996f16a;2,03E+28;1;0;TPS_19570862604;T17.02.01;T17;2.0;RMG;2026-04-29 13:57:00;2026-04-29 14:16:00;2026-04-29 14:22:00;2026-04-29 14:39:00;1120.0;334.0;139.0;;;29.04.2026 15:35;T12, T17;aad324a0-43c2-11f1-8c5e-e39663f272e4;1;;
TP_16073722604_TPS_19576782604;TP_16073722604;909826;24703a822133b6d4f02353381eaef0c51855fe8b7cf36f928a74c94ce9d87431;2,03E+28;1;1;TPS_19576782604;T26.03.01;T26;3.0;RMG;2026-04-29 16:32:00;2026-04-29 16:43:00;2026-04-29 16:51:00;2026-04-29 17:05:00;617.0;475.0;;854.0;1946.0;29.04.2026 18:05;T26;52be644e-43d8-11f1-b0de-bb5d5b7af59a;1;;
TP_16074392604_20260429144248000000025072038;TP_16074392604;460553;0705b6b8823f2b96735a00ef325f0ae43f969a2957d41d921c2282bca0d1fef3;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-04-29 14:25:00;2026-04-29 14:33:00;2026-04-29 14:42:00;2026-04-29 14:45:00;424.0;585.0;;186.0;1195.0;29.04.2026 15:35;LL;cf3c8a49-43c7-11f1-9ef9-7bcf255fb221;1;;
TP_16075002604_TPS_19578172604;TP_16075002604;347040;6c2b9d01c9e9ce495fc7cec705d9d76054904f40afc0fb04ba5d545c7cbe6e2f;2,03E+28;1;1;TPS_19578172604;HO2.22;HO2;22.0;VC;2026-04-29 15:01:00;2026-04-29 15:37:00;2026-04-29 15:46:00;2026-04-29 17:17:00;2139.0;524.0;;5478.0;8141.0;29.04.2026 18:05;HO2;9c4c5326-43cb-11f1-9798-d7d94066e16a;1;;
TP_16075352604_TPS_19578772604;TP_16075352604;961664;132bddffe227feb8508c76e58be88940fca968274b839aecb9d749f9152eabfc;2,03E+28;1;1;TPS_19578772604;HO2.28;HO2;28.0;VC;2026-04-29 16:00:00;2026-04-29 16:11:00;2026-04-29 16:18:00;2026-04-29 18:46:00;633.0;409.0;;8886.0;9928.0;29.04.2026 19:09;HO2;da300716-43d3-11f1-a4c8-135ae62a85ac;1;;
TP_16075562604_TPS_19574682604;TP_16075562604;349782;4361914aae452f74b86bef9bdab0a5fe85eb10e8c62e442dfa0dfaad12b2e77c;2,03E+28;1;1;TPS_19574682604;T08.01.01;T08;1.0;RMG;2026-04-29 13:53:00;2026-04-29 14:01:00;2026-04-29 14:12:00;2026-04-29 14:19:00;451.0;634.0;;432.0;1517.0;29.04.2026 15:06;T08;1c03cd56-43c2-11f1-b38a-cff794e86d9e;1;;
TP_16075602604_TPS_19535532604;TP_16075602604;427703;b5e4534713ddd71a35f55187fe000b9f7c9b16d79a979a32e9ea7beb668e8fab;2,03E+28;0;1;TPS_19535532604;HO2.29;HO2;29.0;VC;2026-04-29 14:12:00;2026-04-29 15:16:00;2026-04-29 15:19:00;2026-04-29 15:41:00;;198.0;;1313.0;5347.0;29.04.2026 16:35;HO2, T23;8c51e45c-43cd-11f1-99d8-0b730eb1557d;1;2108705977;
TP_16075602604_TPS_19542042604;TP_16075602604;427703;b5e4534713ddd71a35f55187fe000b9f7c9b16d79a979a32e9ea7beb668e8fab;2,03E+28;0;0;TPS_19542042604;HO2.29;HO2;29.0;VC;2026-04-29 14:12:00;2026-04-29 14:42:00;2026-04-29 15:14:00;2026-04-29 15:41:00;;1935.0;74.0;;;29.04.2026 16:35;HO2, T23;df987f18-43c8-11f1-a6a4-cfade32464d0;1;2108705977;
TP_16077022604_TPS_19575172604;TP_16077022604;848224;eee3fd5d3b4bb972b3673272a207544443aed4905556543bf3abd22e4c9a809f;2,03E+28;0;1;TPS_19575172604;T07.01.01;T07;1.0;RMG;2026-04-29 14:21:00;2026-04-29 15:21:00;2026-04-29 15:24:00;2026-04-29 15:41:00;;192.0;;1006.0;4765.0;29.04.2026 16:35;T07, T19;05c009fc-43c6-11f1-884c-d7976cef43fc;1;;
TP_16077022604_TPS_19575162604;TP_16077022604;848224;eee3fd5d3b4bb972b3673272a207544443aed4905556543bf3abd22e4c9a809f;2,03E+28;1;0;TPS_19575162604;T19.03.01;T19;3.0;RMG;2026-04-29 14:21:00;2026-04-29 15:06:00;2026-04-29 15:16:00;2026-04-29 15:41:00;2642.0;625.0;300.0;;;29.04.2026 16:35;T07, T19;05b0ef76-43c6-11f1-884b-bbdd41f27136;1;;
TP_16077072604_TPS_19542052604;TP_16077072604;770780;e088708667a3b06be3a546846620c7eef6c118a12d7d51d8e36b9694c9436ec1;2,03E+28;0;1;TPS_19542052604;T07.03.01;T07;3.0;RMG;2026-04-29 14:32:00;2026-04-29 15:02:00;2026-04-29 15:06:00;2026-04-29 15:09:00;;290.0;;165.0;2254.0;29.04.2026 16:05;T07, T08;53d64f84-43cb-11f1-a6d7-4f3583ca11cd;1;2108775331;
TP_16077792604_TPS_19579642604;TP_16077792604;760289;3fd2b7d2de6238dfde41107fde2456a763478bb706c12839cb6319fa10569859;2,03E+28;1;1;TPS_19579642604;T23.01.01;T23;1.0;RMG;2026-04-29 15:51:00;2026-04-29 16:01:00;2026-04-29 16:04:00;2026-04-29 18:09:00;558.0;186.0;;7527.0;8271.0;29.04.2026 19:09;T23;983dcb0a-43d2-11f1-b4f3-b30cef1c07a8;1;;
TP_16078162604_TPS_19580382604;TP_16078162604;490902;d24afcac7941cf71a321a880b24ff93c0d347b6b798a9d7b249e5ee8251e9d44;2,03E+28;1;1;TPS_19580382604;T16.02.01;T16;2.0;RMG;2026-04-29 16:09:00;2026-04-29 16:34:00;2026-04-29 16:43:00;2026-04-29 17:18:00;1478.0;539.0;;2121.0;4138.0;29.04.2026 18:05;T16;1bc5f1b2-43d5-11f1-a64d-ef5ff80c2309;1;;
TP_16078222604_TPS_19580032604;TP_16078222604;902930;69efad7c21b8dddc0dfbb5b718fc67ac228536e6dcdba7a2e26c4e60707cdb25;2,03E+28;1;1;TPS_19580032604;T18.03.01;T18;3.0;RMG;2026-04-29 16:21:00;2026-04-29 16:28:00;2026-04-29 16:32:00;2026-04-29 17:12:00;362.0;242.0;;2414.0;3018.0;29.04.2026 18:05;T18;c9492704-43d6-11f1-931a-af694246a320;1;;
TP_16080532604_TPS_19589132604;TP_16080532604;617582;e6b320e27ee77adb48e05b367d2b6566c2fdeb3a3a30e968043742016bde1278;2,03E+28;0;1;TPS_19589132604;HO2.26;HO2;26.0;VC;2026-04-29 19:39:00;2026-04-29 20:18:00;2026-04-29 20:27:00;2026-04-29 20:36:00;;489.0;;538.0;3393.0;29.04.2026 21:09;HO2, T20;62013318-43f2-11f1-bdd5-472607484d47;1;2109644639;
TP_16080832604_TPS_19542072604;TP_16080832604;751790;947ecb0faf3a8076cb90851929bbbb507396c8ad78e1f99011af0ced27bc690e;2,03E+28;0;1;TPS_19542072604;HO2.29;HO2;29.0;VC;2026-04-29 16:58:00;2026-04-29 17:36:00;2026-04-29 17:40:00;2026-04-29 19:21:00;;197.0;;6113.0;8588.0;29.04.2026 20:05;HO2, T16;34a3b5d2-43e1-11f1-aa01-97478d1f671f;1;2109244853;
TP_16081212604_TPS_19586382604;TP_16081212604;655306;a1ad334a0181f55ac7e231a3bc7d6b12ee7b3da52a7e6ced6694629f9d253b14;2,03E+28;1;1;TPS_19586382604;HO2.31;HO2;31.0;VC;2026-04-29 18:10:00;2026-04-29 18:49:00;2026-04-29 19:10:00;2026-04-29 19:28:00;2303.0;1282.0;;1076.0;4661.0;29.04.2026 20:35;HO2;031e5558-43e6-11f1-978b-1f17b4b4b4e8;1;;
TP_16081232604_20260429183214000000025078894;TP_16081232604;848518;8395ec4db7be6c4dfcc59e54ac7bcd6cd7df9749c463b54872e34ac11fd34a31;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-04-29 18:11:00;2026-04-29 18:17:00;2026-04-29 18:32:00;2026-04-29 18:43:00;321.0;894.0;;651.0;1866.0;29.04.2026 19:09;LL;bbc6d6e5-43e8-11f1-9ef9-7bcf255fb221;1;;
TP_16081442604_TPS_19535542604;TP_16081442604;589170;c29e79b73b89ae6bf91c9f64940a5d8f516a5d9a741da9f8eb2a2eb0ebf3a87e;2,03E+28;0;1;TPS_19535542604;HO2.25;HO2;25.0;VC;2026-04-29 18:27:00;2026-04-29 19:58:00;2026-04-29 20:02:00;2026-04-29 20:15:00;;230.0;;775.0;6493.0;29.04.2026 21:09;HO2, T12;00fe5246-43f5-11f1-9eb6-f3b57d682b4f;1;2109527683;
TP_16081442604_TPS_19542102604;TP_16081442604;589170;c29e79b73b89ae6bf91c9f64940a5d8f516a5d9a741da9f8eb2a2eb0ebf3a87e;2,03E+28;0;0;TPS_19542102604;HO2.25;HO2;25.0;VC;2026-04-29 18:27:00;2026-04-29 19:14:00;2026-04-29 19:48:00;2026-04-29 20:15:00;;2039.0;608.0;;;29.04.2026 21:09;HO2, T12;;0;2109527683;
TP_16081592604_TPS_19587592604;TP_16081592604;271286;3b57bbeed3f0048e64dec7f92ee0776b38b8e5b5f9cfd3ef283f5b94986f7191;2,03E+28;0;1;TPS_19587592604;T25.02.01;T25;2.0;RMG;2026-04-29 19:04:00;2026-04-29 19:34:00;2026-04-29 19:41:00;2026-04-29 20:06:00;;409.0;;1480.0;3663.0;29.04.2026 21:09;LL, T25;8e86a580-43ed-11f1-9e61-3baabe38d375;1;;
TP_16081592604_20260429191944000000025078931;TP_16081592604;271286;3b57bbeed3f0048e64dec7f92ee0776b38b8e5b5f9cfd3ef283f5b94986f7191;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-29 19:04:00;2026-04-29 19:10:00;2026-04-29 19:19:00;2026-04-29 20:06:00;353.0;532.0;889.0;;;29.04.2026 21:09;LL, T25;f96b1d74-43ee-11f1-9ef9-7bcf255fb221,f50949f3-43ee-11f1-9ef9-7bcf255fb221;2;;
TP_16081732604_TPS_19580932604;TP_16081732604;280028;c864721f75800905d14abddfdd52d4ba8543af25d79957c714cea16d861b4e53;2,03E+28;1;1;TPS_19580932604;T10.04.01;T10;4.0;RMG;2026-04-29 19:13:00;2026-04-29 19:19:00;2026-04-29 19:26:00;2026-04-29 19:37:00;358.0;417.0;;634.0;1409.0;29.04.2026 20:35;T10;d0956c76-43ee-11f1-9ae6-8bec1ec2424d;1;;
TP_16084942604_TPS_19581172604;TP_16084942604;657144;c961c7e13181e0d6411dc1f5d585309847bc0678a5256df71a187381b85c851b;2,03E+28;1;1;TPS_19581172604;T18.02.01;T18;2.0;RMG;2026-04-29 20:02:00;2026-04-29 20:11:00;2026-04-29 20:19:00;2026-04-29 20:26:00;538.0;471.0;;384.0;1393.0;29.04.2026 21:09;T18;a8c3d32a-43f5-11f1-a7bc-5b2574654a88;1;;
TP_16084982604_TPS_19589562604;TP_16084982604;812365;2e378c7f71f275ea15e8fca4245978837f15065ffa09de7c8c0eaa136a68d1e5;2,03E+28;0;1;TPS_19589562604;T18.03.01;T18;3.0;RMG;2026-04-29 20:38:00;2026-04-29 20:53:00;2026-04-29 21:10:00;2026-04-29 21:14:00;;1027.0;;270.0;2141.0;29.04.2026 22:05;T10, T18;b0d7d25a-43fa-11f1-b00b-cfbb9999ea0e;1;;
TP_16084982604_TPS_19589552604;TP_16084982604;812365;2e378c7f71f275ea15e8fca4245978837f15065ffa09de7c8c0eaa136a68d1e5;2,03E+28;1;0;TPS_19589552604;T10.03.01;T10;3.0;RMG;2026-04-29 20:38:00;2026-04-29 20:44:00;2026-04-29 20:47:00;2026-04-29 21:14:00;321.0;205.0;318.0;;;29.04.2026 22:05;T10, T18;b0c85c3a-43fa-11f1-b00a-4b3b8f00a512;1;;
TP_16085192604_TPS_19589852604;TP_16085192604;979966;820b8ba6149d54024e4f1bb2e85caba2cbc289c289b5a1a258a11f732de9d584;2,03E+28;1;1;TPS_19589852604;HO2.22;HO2;22.0;VC;2026-04-29 21:24:00;2026-04-29 21:29:00;2026-04-29 21:52:00;2026-04-29 22:21:00;300.0;1328.0;;1759.0;3387.0;29.04.2026 23:06;HO2;1d01eadc-4401-11f1-b87d-bf83fe8ba339;1;;
TP_16085252604_TPS_19590132604;TP_16085252604;871112;49ded74733a1332a728087dc3a78bafe2315c78707e90820bb15575594cb9297;2,03E+28;0;1;TPS_19590132604;HO2.32;HO2;32.0;VC;2026-04-29 21:45:00;2026-04-29 21:58:00;2026-04-29 22:06:00;2026-04-29 22:15:00;;465.0;;547.0;1823.0;29.04.2026 23:06;HO2, T12;eea4762a-4403-11f1-bd3b-17914db26609;1;2109880378;
TP_16085572604_TPS_19583542604;TP_16085572604;313897;f0c5cd35df6b8da2b274bf8c69e0564b931052b22a5f3636e3db354aacfe7756;2,03E+28;0;0;TPS_19583542604;HO2.31;HO2;31.0;VC;2026-04-30 03:50:00;2026-04-30 04:58:00;2026-04-30 05:09:00;2026-04-30 06:01:00;;702.0;359.0;;;30.04.2026 07:06;HO2, T12, T13;03f76fb8-4437-11f1-bec0-dbd356c36ce1;1;2110278462;
TP_16085892604_TPS_19582962604;TP_16085892604;679200;8b3867a771864d375df04d118d16005ace53c05ac8e93156817ca7dea23a3d01;2,03E+28;1;1;TPS_19582962604;T16.03.01;T16;3.0;RMG;2026-04-29 19:42:00;2026-04-29 20:10:00;2026-04-29 20:44:00;2026-04-29 20:51:00;1629.0;2055.0;;402.0;4086.0;29.04.2026 21:09;T16;dcdb4f4c-43f2-11f1-a2dd-63132f5af93b;1;;
TP_16085902604_TPS_19535552604;TP_16085902604;562816;9bfbfd93e5f7c83da4a525f13f657ceb4b93641c87bd5cdda1a07f8c8cfa3c50;2,03E+28;0;1;TPS_19535552604;HO2.31;HO2;31.0;VC;2026-04-29 19:43:00;2026-04-29 20:57:00;2026-04-29 21:05:00;2026-04-29 21:11:00;;454.0;;358.0;5256.0;29.04.2026 22:05;HO2, T26;;0;2109649438;
TP_16085902604_TPS_19589142604;TP_16085902604;562816;9bfbfd93e5f7c83da4a525f13f657ceb4b93641c87bd5cdda1a07f8c8cfa3c50;2,03E+28;1;0;TPS_19589142604;T26.03.01;T26;3.0;RMG;2026-04-29 19:43:00;2026-04-29 19:51:00;2026-04-29 19:55:00;2026-04-29 21:11:00;469.0;211.0;3764.0;;;29.04.2026 22:05;HO2, T26;fdf83c62-43f2-11f1-bef6-d72f25940248;1;2109649438;
